year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,10,1,1655,1654,1,1911,1934,-23,UA,578,N455UA,EWR,LAS,290,2227,16,54,2013-10-01T20:00:00Z
2013,10,1,1417,1415,2,1653,1704,-11,UA,1232,N77530,EWR,IAH,192,1400,14,15,2013-10-01T18:00:00Z
2013,10,1,1200,1200,0,1444,1515,-31,UA,766,N595UA,JFK,SFO,323,2586,12,0,2013-10-01T16:00:00Z
2013,10,1,600,600,0,706,717,-11,EV,5747,N877AS,LGA,IAD,48,229,6,0,2013-10-01T10:00:00Z
2013,10,1,1732,1730,2,1925,1953,-28,EV,5298,N709EV,LGA,OMA,153,1148,17,30,2013-10-01T21:00:00Z
2013,10,1,829,835,-6,931,1000,-29,MQ,3355,N546MQ,LGA,BNA,94,764,8,35,2013-10-01T12:00:00Z
2013,10,1,2056,2100,-4,2348,18,-30,DL,427,N727TW,JFK,LAX,314,2475,21,0,2013-10-02T01:00:00Z
2013,10,1,627,630,-3,917,922,-5,UA,797,N598UA,JFK,LAX,316,2475,6,30,2013-10-01T10:00:00Z
2013,10,1,2050,2100,-10,2143,2211,-28,US,2164,N953UW,LGA,BOS,39,184,21,0,2013-10-02T01:00:00Z
2013,10,1,1435,1440,-5,1547,1600,-13,EV,6049,N11544,EWR,IAD,48,212,14,40,2013-10-01T18:00:00Z
2013,10,1,701,710,-9,841,845,-4,AA,305,N488AA,LGA,ORD,116,733,7,10,2013-10-01T11:00:00Z
2013,10,1,2149,2159,-10,2247,2306,-19,EV,3842,N14977,EWR,MHT,38,209,21,59,2013-10-02T01:00:00Z
2013,10,1,946,840,66,1113,1020,53,MQ,3531,N724MQ,LGA,RDU,62,431,8,40,2013-10-01T12:00:00Z
2013,10,1,720,725,-5,814,839,-25,UA,424,N850UA,EWR,BOS,39,200,7,25,2013-10-01T11:00:00Z
2013,10,1,930,940,-10,1156,1232,-36,B6,199,N655JB,LGA,MCO,120,950,9,40,2013-10-01T13:00:00Z
2013,10,1,805,812,-7,934,1004,-30,EV,5231,N712EV,LGA,STL,120,888,8,12,2013-10-01T12:00:00Z
2013,10,1,1811,1820,-9,2056,2125,-29,UA,491,N466UA,EWR,FLL,134,1065,18,20,2013-10-01T22:00:00Z
2013,10,1,838,845,-7,924,958,-34,9E,3841,N830AY,JFK,PHL,24,94,8,45,2013-10-01T12:00:00Z
2013,10,1,1853,1900,-7,2030,2101,-31,9E,3433,N915XJ,JFK,PIT,64,340,19,0,2013-10-01T23:00:00Z
2013,10,1,1641,1629,12,1933,1950,-17,DL,1394,N3768,JFK,PDX,334,2454,16,29,2013-10-01T20:00:00Z
2013,10,2,1917,1920,-3,2103,2053,10,9E,3555,N909XJ,LGA,BUF,52,292,19,20,2013-10-02T23:00:00Z
2013,10,2,604,611,-7,721,725,-4,EV,6177,N12996,EWR,IAD,47,212,6,11,2013-10-02T10:00:00Z
2013,10,2,1726,1730,-4,1837,1847,-10,B6,1516,N318JB,JFK,SYR,46,209,17,30,2013-10-02T21:00:00Z
2013,10,2,1313,1315,-2,1459,1513,-14,EV,5395,N371CA,LGA,CMH,74,479,13,15,2013-10-02T17:00:00Z
2013,10,2,1238,1245,-7,1541,1600,-19,AA,1697,N5DTAA,JFK,MIA,164,1089,12,45,2013-10-02T16:00:00Z
2013,10,2,1233,1239,-6,1412,1420,-8,EV,4335,N14923,EWR,CMH,73,463,12,39,2013-10-02T16:00:00Z
2013,10,2,2148,2124,24,2345,2337,8,EV,3837,N13992,EWR,SDF,99,642,21,24,2013-10-03T01:00:00Z
2013,10,2,1507,1505,2,1833,1830,3,AA,145,N5ENAA,JFK,MIA,170,1089,15,5,2013-10-02T19:00:00Z
2013,10,2,831,836,-5,952,944,8,B6,2280,N228JB,EWR,BOS,47,200,8,36,2013-10-02T12:00:00Z
2013,10,2,2116,2129,-13,2228,2239,-11,EV,4509,N12996,EWR,PWM,51,284,21,29,2013-10-03T01:00:00Z
2013,10,2,1052,1053,-1,1217,1228,-11,EV,3828,N10575,EWR,RDU,62,416,10,53,2013-10-02T14:00:00Z
2013,10,2,2059,2100,-1,2218,2211,7,US,2164,N951UW,LGA,BOS,35,184,21,0,2013-10-03T01:00:00Z
2013,10,2,1502,1505,-3,1612,1621,-9,DL,1164,N707TW,JFK,BOS,39,187,15,5,2013-10-02T19:00:00Z
2013,10,2,2216,2159,17,2319,2312,7,EV,5904,N26545,EWR,BTV,46,266,21,59,2013-10-03T01:00:00Z
2013,10,2,1348,1359,-11,1615,1654,-39,AA,1151,N3EEAA,LGA,DFW,189,1389,13,59,2013-10-02T17:00:00Z
2013,10,2,1942,1945,-3,2148,2143,5,EV,5306,N717EV,LGA,GSO,67,461,19,45,2013-10-02T23:00:00Z
2013,10,2,947,947,0,1150,1151,-1,EV,4714,N13955,EWR,CLT,81,529,9,47,2013-10-02T13:00:00Z
2013,10,2,1300,1304,-4,1537,1554,-17,UA,1641,N12114,EWR,MCO,134,937,13,4,2013-10-02T17:00:00Z
2013,10,2,1159,1200,-1,1344,1354,-10,US,1978,N538UW,JFK,CLT,81,541,12,0,2013-10-02T16:00:00Z
2013,10,2,1341,1350,-9,1455,1526,-31,EV,5181,N758EV,LGA,MSN,113,812,13,50,2013-10-02T17:00:00Z
2013,10,2,1849,1855,-6,2023,2035,-12,AA,359,N438AA,LGA,ORD,116,733,18,55,2013-10-02T22:00:00Z
2013,10,2,1016,1020,-4,1200,1211,-11,US,1745,N198UW,EWR,CLT,78,529,10,20,2013-10-02T14:00:00Z
2013,10,3,651,659,-8,903,859,4,MQ,3676,N530MQ,LGA,CLT,79,544,6,59,2013-10-03T10:00:00Z
2013,10,3,825,837,-12,938,939,-1,EV,4249,N14953,EWR,BWI,37,169,8,37,2013-10-03T12:00:00Z
2013,10,3,1056,1100,-4,1250,1309,-19,DL,2452,N318NB,LGA,DTW,82,502,11,0,2013-10-03T15:00:00Z
2013,10,3,1936,1942,-6,2244,2250,-6,B6,1271,N661JB,LGA,FLL,149,1076,19,42,2013-10-03T23:00:00Z
2013,10,3,722,725,-3,925,953,-28,UA,1548,N27722,EWR,MSY,164,1167,7,25,2013-10-03T11:00:00Z
2013,10,3,1307,1310,-3,1531,1530,1,FL,348,N955AT,LGA,ATL,110,762,13,10,2013-10-03T17:00:00Z
2013,10,3,1121,1125,-4,1420,1425,-5,UA,703,N560UA,JFK,LAX,340,2475,11,25,2013-10-03T15:00:00Z
2013,10,3,805,810,-5,937,955,-18,MQ,3272,N724MQ,LGA,CLE,67,419,8,10,2013-10-03T12:00:00Z
2013,10,3,856,900,-4,1017,1025,-8,UA,1030,N34137,EWR,ORD,108,719,9,0,2013-10-03T13:00:00Z
2013,10,3,1458,1505,-7,1701,1655,6,MQ,3391,N816MQ,LGA,CMH,79,479,15,5,2013-10-03T19:00:00Z
2013,10,3,1923,1930,-7,2045,2049,-4,EV,5769,N833AS,LGA,IAD,46,229,19,30,2013-10-03T23:00:00Z
2013,10,3,1937,1900,37,2138,2133,5,DL,245,N3755D,JFK,PHX,283,2153,19,0,2013-10-03T23:00:00Z
2013,10,3,1022,1030,-8,1354,1325,29,AA,19,N336AA,JFK,LAX,324,2475,10,30,2013-10-03T14:00:00Z
2013,10,3,1733,1659,34,2000,1930,30,EV,4705,N16571,EWR,ATL,113,746,16,59,2013-10-03T20:00:00Z
2013,10,3,1820,1825,-5,2136,2133,3,DL,1854,N321NB,LGA,FLL,153,1076,18,25,2013-10-03T22:00:00Z
2013,10,3,837,845,-8,1036,1053,-17,US,2071,N762US,LGA,CLT,85,544,8,45,2013-10-03T12:00:00Z
2013,10,3,1459,1453,6,1556,1556,0,EV,4133,N14568,EWR,PVD,31,160,14,53,2013-10-03T18:00:00Z
2013,10,3,2026,2030,-4,2209,2150,19,WN,382,N233LV,LGA,MDW,138,725,20,30,2013-10-04T00:00:00Z
2013,10,3,1713,1715,-2,1953,2005,-12,WN,2067,N434WN,EWR,HOU,188,1411,17,15,2013-10-03T21:00:00Z
2013,10,3,1947,1947,0,2248,2250,-2,B6,201,N665JB,JFK,FLL,148,1069,19,47,2013-10-03T23:00:00Z
2013,10,3,1257,1257,0,1544,1602,-18,UA,1158,N37465,EWR,MIA,150,1085,12,57,2013-10-03T16:00:00Z
2013,10,3,1056,1100,-4,1243,1246,-3,9E,3475,N913XJ,EWR,DTW,84,488,11,0,2013-10-03T15:00:00Z
2013,10,3,1249,1259,-10,1531,1555,-24,UA,1280,N54711,LGA,IAH,203,1416,12,59,2013-10-03T16:00:00Z
2013,10,3,1340,1329,11,1803,1813,-10,UA,15,N76055,EWR,HNL,601,4963,13,29,2013-10-03T17:00:00Z
2013,10,3,1538,1540,-2,1725,1651,34,US,1714,N723UW,LGA,PHL,45,96,15,40,2013-10-03T19:00:00Z
2013,10,3,1451,1455,-4,1758,1759,-1,DL,1935,N371NB,LGA,TPA,140,1010,14,55,2013-10-03T18:00:00Z
2013,10,3,1418,1410,8,1651,1637,14,FL,349,N603AT,LGA,ATL,110,762,14,10,2013-10-03T18:00:00Z
2013,10,3,851,900,-9,1000,1019,-19,US,2140,N952UW,LGA,BOS,37,184,9,0,2013-10-03T13:00:00Z
2013,10,3,1704,1645,19,1808,1820,-12,MQ,3216,N923MQ,JFK,ORF,47,290,16,45,2013-10-03T20:00:00Z
2013,10,4,1510,1455,15,1726,1723,3,9E,3326,N915XJ,JFK,IND,109,665,14,55,2013-10-04T18:00:00Z
2013,10,4,741,745,-4,954,1005,-11,DL,807,N349NB,EWR,ATL,104,746,7,45,2013-10-04T11:00:00Z
2013,10,4,654,700,-6,1021,1025,-4,DL,269,N624AG,JFK,SFO,348,2586,7,0,2013-10-04T11:00:00Z
2013,10,4,1955,2000,-5,2318,2328,-10,UA,1651,N73275,EWR,SFO,341,2565,20,0,2013-10-05T00:00:00Z
2013,10,4,1449,1455,-6,1734,1759,-25,DL,1935,N314NB,LGA,TPA,138,1010,14,55,2013-10-04T18:00:00Z
2013,10,4,1103,1105,-2,1224,1245,-21,EV,5309,N759EV,LGA,BGR,53,378,11,5,2013-10-04T15:00:00Z
2013,10,4,838,843,-5,940,957,-17,UA,994,N434UA,EWR,BOS,38,200,8,43,2013-10-04T12:00:00Z
2013,10,4,1243,1245,-2,1504,1540,-36,WN,3616,N378SW,EWR,HOU,183,1411,12,45,2013-10-04T16:00:00Z
2013,10,4,926,910,16,1211,1215,-4,AA,1121,N3BRAA,LGA,DFW,187,1389,9,10,2013-10-04T13:00:00Z
2013,10,4,1238,1240,-2,1513,1520,-7,AA,300,N4WJAA,EWR,DFW,181,1372,12,40,2013-10-04T16:00:00Z
2013,10,4,854,900,-6,1141,1208,-27,B6,5,N510JB,EWR,FLL,140,1065,9,0,2013-10-04T13:00:00Z
2013,10,4,636,640,-4,822,838,-16,EV,4166,N27200,EWR,GSP,85,594,6,40,2013-10-04T10:00:00Z
2013,10,4,1454,1459,-5,1606,1622,-16,B6,1734,N203JB,JFK,BTV,46,266,14,59,2013-10-04T18:00:00Z
2013,10,4,800,805,-5,1005,1034,-29,DL,2457,N342NW,LGA,MSY,149,1183,8,5,2013-10-04T12:00:00Z
2013,10,4,625,630,-5,843,846,-3,EV,4918,N134EV,EWR,ATL,105,746,6,30,2013-10-04T10:00:00Z
2013,10,4,2242,2054,108,115,2358,77,B6,1295,N595JB,JFK,AUS,192,1521,20,54,2013-10-05T00:00:00Z
2013,10,4,620,625,-5,830,850,-20,MQ,3550,N530MQ,LGA,ATL,111,762,6,25,2013-10-04T10:00:00Z
2013,10,4,1601,1559,2,1724,1719,5,MQ,3748,N535MQ,EWR,ORD,110,719,15,59,2013-10-04T19:00:00Z
2013,10,4,1309,1312,-3,1608,1624,-16,B6,1639,N547JB,LGA,RSW,150,1080,13,12,2013-10-04T17:00:00Z
2013,10,4,1657,1700,-3,1810,1817,-7,US,2189,N770UW,LGA,DCA,43,214,17,0,2013-10-04T21:00:00Z
2013,10,4,2118,2120,-2,2338,2354,-16,B6,1677,N239JB,JFK,JAX,111,828,21,20,2013-10-05T01:00:00Z
2013,10,4,1614,1620,-6,1723,1755,-32,DL,2443,N326NB,JFK,BOS,43,187,16,20,2013-10-04T20:00:00Z
2013,10,4,1655,1700,-5,1935,2000,-25,AA,1171,N3JTAA,LGA,DFW,193,1389,17,0,2013-10-04T21:00:00Z
2013,10,4,852,852,0,1207,1208,-1,UA,434,N832UA,EWR,SNA,351,2434,8,52,2013-10-04T12:00:00Z
2013,10,4,738,740,-2,1046,1055,-9,VX,11,N853VA,JFK,SFO,348,2586,7,40,2013-10-04T11:00:00Z
2013,10,4,1821,1825,-4,2114,2133,-19,DL,1854,N362NB,LGA,FLL,140,1076,18,25,2013-10-04T22:00:00Z
2013,10,4,1313,1315,-2,1516,1520,-4,9E,3795,N8837B,EWR,CVG,97,569,13,15,2013-10-04T17:00:00Z
2013,10,4,1758,1719,39,1945,1902,43,EV,4202,N15983,EWR,STL,130,872,17,19,2013-10-04T21:00:00Z
2013,10,4,635,640,-5,902,905,-3,DL,27,N3765,JFK,ATL,108,760,6,40,2013-10-04T10:00:00Z
2013,10,4,1519,1525,-6,1720,1726,-6,EV,4576,N13989,EWR,GRR,95,605,15,25,2013-10-04T19:00:00Z
2013,10,4,956,1000,-4,1124,1130,-6,EV,5736,N820AS,LGA,IAD,52,229,10,0,2013-10-04T14:00:00Z
2013,10,4,1948,1950,-2,2210,2215,-5,MQ,3662,N530MQ,LGA,ATL,102,762,19,50,2013-10-04T23:00:00Z
2013,10,4,646,645,1,918,937,-19,B6,453,N536JB,JFK,PBI,134,1028,6,45,2013-10-04T10:00:00Z
2013,10,4,1048,1053,-5,1204,1228,-24,EV,3828,N18556,EWR,RDU,62,416,10,53,2013-10-04T14:00:00Z
2013,10,4,838,840,-2,1013,1000,13,EV,4252,N12540,EWR,MKE,119,725,8,40,2013-10-04T12:00:00Z
2013,10,4,824,830,-6,1141,1122,19,UA,443,N502UA,JFK,LAX,332,2475,8,30,2013-10-04T12:00:00Z
2013,10,4,1051,1043,8,1332,1311,21,UA,1110,N38454,EWR,LAS,321,2227,10,43,2013-10-04T14:00:00Z
2013,10,4,2010,2015,-5,2156,2144,12,B6,702,N203JB,JFK,BUF,58,301,20,15,2013-10-05T00:00:00Z
2013,10,4,2014,1940,34,2202,2120,42,AA,363,N4YNAA,LGA,ORD,129,733,19,40,2013-10-04T23:00:00Z
2013,10,4,1140,1145,-5,1426,1455,-29,DL,1174,N323NB,LGA,PBI,140,1035,11,45,2013-10-04T15:00:00Z
2013,10,4,1625,1600,25,1857,1828,29,9E,3540,N914XJ,JFK,MSP,189,1029,16,0,2013-10-04T20:00:00Z
2013,10,4,655,700,-5,820,833,-13,UA,331,N815UA,LGA,ORD,113,733,7,0,2013-10-04T11:00:00Z
2013,10,4,1042,1050,-8,1227,1250,-23,MQ,3689,N519MQ,LGA,DTW,79,502,10,50,2013-10-04T14:00:00Z
2013,10,4,935,930,5,1044,1038,6,B6,116,N239JB,JFK,SYR,46,209,9,30,2013-10-04T13:00:00Z
2013,10,4,1916,1835,41,2211,2138,33,DL,1576,N3744F,JFK,SAN,331,2446,18,35,2013-10-04T22:00:00Z
2013,10,4,1155,1200,-5,1441,1455,-14,AA,3,N320AA,JFK,LAX,324,2475,12,0,2013-10-04T16:00:00Z
2013,10,5,828,825,3,1101,1121,-20,UA,1593,N32404,EWR,MCO,130,937,8,25,2013-10-05T12:00:00Z
2013,10,5,703,710,-7,1009,1000,9,AA,2493,N5BTAA,JFK,MCO,136,944,7,10,2013-10-05T11:00:00Z
2013,10,5,722,729,-7,953,1021,-28,B6,461,N639JB,LGA,PBI,130,1035,7,29,2013-10-05T11:00:00Z
2013,10,5,1033,1039,-6,1203,1214,-11,EV,3828,N10575,EWR,RDU,64,416,10,39,2013-10-05T14:00:00Z
2013,10,5,2150,2157,-7,2257,2309,-12,UA,1066,N76529,EWR,BOS,44,200,21,57,2013-10-06T01:00:00Z
2013,10,5,1637,1559,38,1855,1730,85,UA,635,N410UA,EWR,ORD,144,719,15,59,2013-10-05T19:00:00Z
2013,10,5,1633,1625,8,1917,1932,-15,B6,423,N612JB,JFK,LAX,315,2475,16,25,2013-10-05T20:00:00Z
2013,10,5,704,600,64,809,715,54,WN,1884,N764SW,EWR,MDW,105,711,6,0,2013-10-05T10:00:00Z
2013,10,5,808,815,-7,1033,1054,-21,DL,1429,N6708D,JFK,LAS,296,2248,8,15,2013-10-05T12:00:00Z
2013,10,5,1039,1020,19,1217,1211,6,US,893,N173US,EWR,CLT,77,529,10,20,2013-10-05T14:00:00Z
2013,10,5,824,830,-6,1105,1130,-25,UA,443,N588UA,JFK,LAX,310,2475,8,30,2013-10-05T12:00:00Z
2013,10,5,1214,1215,-1,1504,1510,-6,AA,1143,N3GKAA,LGA,DFW,191,1389,12,15,2013-10-05T16:00:00Z
2013,10,5,2050,2054,-4,2344,2358,-14,B6,1295,N807JB,JFK,AUS,206,1521,20,54,2013-10-06T00:00:00Z
2013,10,5,556,600,-4,810,829,-19,EV,5661,N14568,EWR,ATL,106,746,6,0,2013-10-05T10:00:00Z
2013,10,5,744,750,-6,1022,1049,-27,B6,901,N526JB,JFK,FLL,136,1069,7,50,2013-10-05T11:00:00Z
2013,10,5,754,755,-1,902,910,-8,MQ,3370,N806MQ,JFK,DCA,41,213,7,55,2013-10-05T11:00:00Z
2013,10,5,1309,1315,-6,1449,1505,-16,US,2086,N704US,EWR,CLT,77,529,13,15,2013-10-05T17:00:00Z
2013,10,5,1509,1515,-6,1701,1719,-18,EV,4181,N11140,EWR,MCI,155,1092,15,15,2013-10-05T19:00:00Z
2013,10,5,1257,1300,-3,1506,1538,-32,DL,781,N968DL,LGA,ATL,105,762,13,0,2013-10-05T17:00:00Z
2013,10,5,1417,1250,87,1545,1400,105,AA,178,N388AA,JFK,BOS,39,187,12,50,2013-10-05T16:00:00Z
2013,10,6,804,810,-6,950,955,-5,MQ,3272,N812MQ,LGA,CLE,66,419,8,10,2013-10-06T12:00:00Z
2013,10,6,NA,2054,NA,NA,2302,NA,EV,4536,N19554,EWR,CVG,NA,569,20,54,2013-10-07T00:00:00Z
2013,10,6,1745,1735,10,1943,2000,-17,WN,209,N243WN,LGA,DEN,217,1620,17,35,2013-10-06T21:00:00Z
2013,10,6,2117,1900,137,2306,2057,129,EV,4278,N16918,EWR,CAE,92,602,19,0,2013-10-06T23:00:00Z
2013,10,6,602,610,-8,846,855,-9,AA,1103,N3JCAA,LGA,DFW,200,1389,6,10,2013-10-06T10:00:00Z
2013,10,6,1259,1259,0,1517,1538,-21,DL,781,N907DL,LGA,ATL,114,762,12,59,2013-10-06T16:00:00Z
2013,10,6,846,840,6,1055,1020,35,MQ,3531,N825MQ,LGA,RDU,67,431,8,40,2013-10-06T12:00:00Z
2013,10,6,1918,1908,10,2208,2216,-8,UA,1526,N36472,EWR,LAX,303,2454,19,8,2013-10-06T23:00:00Z
2013,10,6,1556,1557,-1,1842,1904,-22,UA,375,N484UA,EWR,SEA,315,2402,15,57,2013-10-06T19:00:00Z
2013,10,6,1600,1559,1,1838,1858,-20,UA,1245,N38446,EWR,MCO,129,937,15,59,2013-10-06T19:00:00Z
2013,10,6,1212,1159,13,1327,1309,18,MQ,3386,N836MQ,JFK,DCA,43,213,11,59,2013-10-06T15:00:00Z
2013,10,6,2028,2030,-2,2156,2201,-5,FL,354,N926AT,LGA,CAK,62,397,20,30,2013-10-07T00:00:00Z
2013,10,6,1114,1117,-3,1329,1348,-19,EV,4679,N13202,EWR,JAX,114,820,11,17,2013-10-06T15:00:00Z
2013,10,6,729,730,-1,1110,1124,-14,B6,1289,N656JB,EWR,SJU,195,1608,7,30,2013-10-06T11:00:00Z
2013,10,6,729,730,-1,1005,1100,-55,VX,11,N845VA,JFK,SFO,323,2586,7,30,2013-10-06T11:00:00Z
2013,10,6,1907,1850,17,2050,2025,25,MQ,3674,N544MQ,LGA,CLE,77,419,18,50,2013-10-06T22:00:00Z
2013,10,6,825,829,-4,1029,1029,0,MQ,3478,N528MQ,LGA,DTW,79,502,8,29,2013-10-06T12:00:00Z
2013,10,6,1855,1900,-5,2013,2018,-5,US,2193,N963UW,LGA,DCA,49,214,19,0,2013-10-06T23:00:00Z
2013,10,6,1114,1105,9,1232,1245,-13,EV,5309,N611QX,LGA,BGR,54,378,11,5,2013-10-06T15:00:00Z
2013,10,6,1221,1159,22,1444,1439,5,DL,1947,N616DL,LGA,ATL,114,762,11,59,2013-10-06T15:00:00Z
2013,10,6,856,900,-4,1029,1026,3,UA,636,N419UA,EWR,ORD,109,719,9,0,2013-10-06T13:00:00Z
2013,10,6,808,810,-2,1053,1111,-18,DL,1167,N305DQ,JFK,TPA,138,1005,8,10,2013-10-06T12:00:00Z
2013,10,6,1624,1629,-5,1827,1902,-35,US,629,N520UW,JFK,PHX,278,2153,16,29,2013-10-06T20:00:00Z
2013,10,6,1813,1736,37,2050,2006,44,9E,3310,N928XJ,JFK,MCI,157,1113,17,36,2013-10-06T21:00:00Z
2013,10,6,2017,2022,-5,2233,2246,-13,B6,135,N653JB,JFK,PHX,276,2153,20,22,2013-10-07T00:00:00Z
2013,10,6,1716,1710,6,1827,1829,-2,EV,4113,N13979,EWR,RIC,50,277,17,10,2013-10-06T21:00:00Z
2013,10,6,741,729,12,1012,1010,2,UA,820,N585UA,EWR,IAH,189,1400,7,29,2013-10-06T11:00:00Z
2013,10,6,1327,1250,37,1432,1400,32,AA,178,N3CMAA,JFK,BOS,34,187,12,50,2013-10-06T16:00:00Z
2013,10,6,1051,1055,-4,1337,1356,-19,DL,1275,N3739P,JFK,SLC,265,1990,10,55,2013-10-06T14:00:00Z
2013,10,6,1858,1900,-2,2052,2101,-9,9E,3433,N914XJ,JFK,PIT,65,340,19,0,2013-10-06T23:00:00Z
2013,10,6,902,905,-3,1113,1113,0,DL,181,N301NB,LGA,DTW,83,502,9,5,2013-10-06T13:00:00Z
2013,10,6,1740,1700,40,1854,1838,16,UA,1048,N73251,LGA,ORD,110,733,17,0,2013-10-06T21:00:00Z
2013,10,6,942,942,0,1147,1156,-9,UA,1462,N33286,EWR,DEN,212,1605,9,42,2013-10-06T13:00:00Z
2013,10,6,1251,1259,-8,1444,1501,-17,US,1895,N170US,LGA,CLT,82,544,12,59,2013-10-06T16:00:00Z
2013,10,6,654,655,-1,1037,1101,-24,DL,315,N670DN,JFK,SJU,192,1598,6,55,2013-10-06T10:00:00Z
2013,10,6,1900,1905,-5,2148,2205,-17,AA,1691,N594AA,EWR,DFW,191,1372,19,5,2013-10-06T23:00:00Z
2013,10,6,721,725,-4,917,950,-33,UA,1444,N13750,EWR,MSY,154,1167,7,25,2013-10-06T11:00:00Z
2013,10,6,1021,1026,-5,1115,1130,-15,B6,518,N298JB,JFK,BOS,35,187,10,26,2013-10-06T14:00:00Z
2013,10,7,1518,1400,78,1756,1512,164,US,2183,N751UW,LGA,DCA,50,214,14,0,2013-10-07T18:00:00Z
2013,10,7,1056,1100,-4,1239,1250,-11,WN,1341,N405WN,LGA,BNA,119,764,11,0,2013-10-07T15:00:00Z
2013,10,7,819,815,4,1051,1050,1,DL,914,N334NB,LGA,DEN,216,1620,8,15,2013-10-07T12:00:00Z
2013,10,7,1730,1655,35,2028,2015,13,VX,413,N628VA,JFK,LAX,327,2475,16,55,2013-10-07T20:00:00Z
2013,10,7,2034,1850,104,2328,2225,63,VX,29,N638VA,JFK,SFO,336,2586,18,50,2013-10-07T22:00:00Z
2013,10,7,629,630,-1,908,914,-6,B6,1099,N588JB,LGA,MCO,135,950,6,30,2013-10-07T10:00:00Z
2013,10,7,856,900,-4,1144,1158,-14,B6,795,N537JB,JFK,AUS,207,1521,9,0,2013-10-07T13:00:00Z
2013,10,7,1848,1830,18,2132,2122,10,B6,153,N779JB,JFK,PBI,143,1028,18,30,2013-10-07T22:00:00Z
2013,10,7,1515,1455,20,1851,1750,61,MQ,3070,N517MQ,JFK,TPA,157,1005,14,55,2013-10-07T18:00:00Z
2013,10,7,755,800,-5,949,1005,-16,9E,3353,N901XJ,JFK,DTW,82,509,8,0,2013-10-07T12:00:00Z
2013,10,7,624,625,-1,904,850,14,MQ,3550,N521MQ,LGA,ATL,113,762,6,25,2013-10-07T10:00:00Z
2013,10,7,2340,2255,45,57,9,48,B6,486,N323JB,JFK,ROC,48,264,22,55,2013-10-08T02:00:00Z
2013,10,7,1152,1155,-3,1431,1437,-6,UA,566,N520UA,EWR,IAH,192,1400,11,55,2013-10-07T15:00:00Z
2013,10,7,812,805,7,1204,1139,25,9E,3489,N927XJ,LGA,RSW,192,1080,8,5,2013-10-07T12:00:00Z
2013,10,7,1934,1803,91,2231,2056,95,UA,360,N558UA,EWR,PBI,152,1023,18,3,2013-10-07T22:00:00Z
2013,10,7,NA,1207,NA,NA,1320,NA,EV,5675,N16918,EWR,BTV,NA,266,12,7,2013-10-07T16:00:00Z
2013,10,7,1109,1110,-1,1431,1430,1,AA,1599,N3JDAA,LGA,MIA,152,1096,11,10,2013-10-07T15:00:00Z
2013,10,7,905,910,-5,1042,1055,-13,AA,313,N590AA,LGA,ORD,116,733,9,10,2013-10-07T13:00:00Z
2013,10,7,826,830,-4,1025,1033,-8,DL,2119,N362NW,LGA,MSP,139,1020,8,30,2013-10-07T12:00:00Z
2013,10,7,2047,2045,2,2344,2359,-15,DL,443,N718TW,JFK,SEA,322,2422,20,45,2013-10-08T00:00:00Z
2013,10,7,2045,1920,85,2159,2053,66,9E,3555,N908XJ,LGA,BUF,52,292,19,20,2013-10-07T23:00:00Z
2013,10,7,NA,1600,NA,NA,1905,NA,AA,1156,N3FNAA,LGA,DFW,NA,1389,16,0,2013-10-07T20:00:00Z
2013,10,7,2118,2100,18,2334,2326,8,DL,1247,N989DL,LGA,ATL,111,762,21,0,2013-10-08T01:00:00Z
2013,10,7,610,610,0,745,745,0,WN,2609,N967WN,LGA,STL,127,888,6,10,2013-10-07T10:00:00Z
2013,10,7,1451,1455,-4,1640,1630,10,MQ,3231,N641MQ,JFK,PIT,60,340,14,55,2013-10-07T18:00:00Z
2013,10,7,1417,1355,22,1700,1535,85,MQ,3493,N0EGMQ,LGA,CLE,63,419,13,55,2013-10-07T17:00:00Z
2013,10,7,649,650,-1,818,819,-1,UA,1177,N39726,EWR,ORD,119,719,6,50,2013-10-07T10:00:00Z
2013,10,7,NA,1615,NA,NA,1845,NA,MQ,3357,N544MQ,LGA,ATL,NA,762,16,15,2013-10-07T20:00:00Z
2013,10,7,720,725,-5,948,945,3,MQ,3547,N725MQ,LGA,XNA,173,1147,7,25,2013-10-07T11:00:00Z
2013,10,8,1933,1935,-2,2224,2229,-5,B6,225,N805JB,JFK,TPA,148,1005,19,35,2013-10-08T23:00:00Z
2013,10,8,1812,1803,9,1934,1945,-11,UA,1177,N73283,EWR,ORD,105,719,18,3,2013-10-08T22:00:00Z
2013,10,8,1849,1859,-10,2120,2126,-6,FL,645,N947AT,LGA,ATL,113,762,18,59,2013-10-08T22:00:00Z
2013,10,8,2001,2000,1,2225,2237,-12,DL,1147,N932DL,LGA,ATL,105,762,20,0,2013-10-09T00:00:00Z
2013,10,8,832,835,-3,1044,1100,-16,UA,447,N420UA,EWR,PHX,277,2133,8,35,2013-10-08T12:00:00Z
2013,10,8,854,857,-3,1151,1151,0,UA,997,N561UA,EWR,LAX,313,2454,8,57,2013-10-08T12:00:00Z
2013,10,8,1946,1956,-10,2131,2155,-24,DL,2131,N324NB,LGA,DTW,73,502,19,56,2013-10-08T23:00:00Z
2013,10,8,1657,1700,-3,1833,1838,-5,UA,1448,N76522,LGA,ORD,104,733,17,0,2013-10-08T21:00:00Z
